S. No.,Emp ID,BU,Current Grade,Current Band Equivalence,Designation,Unique Job,Hay Score,Job Family/ Function mapping (as per finalised list) ,Sub Job Family,Department Group,Department,AA Emp. Code,Functional Emp. Code,Current CTC (in lakhs)
780,AB791,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.0
781,AB792,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.7
782,AB793,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.4
783,AB794,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.1
784,AB795,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.1
785,AB796,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.3
786,AB797,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,6.4
787,AB798,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,5.6
788,AB799,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.3
789,AB800,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.5
790,AB801,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.2
791,AB802,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.2
792,AB803,BU-A,M8,L8,Assistant Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.1
793,AB804,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.9
794,AB805,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.2
795,AB806,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.3
796,AB807,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.3
797,AB808,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.4
798,AB809,BU-A,M7,L8,Officer ,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.8
799,AB810,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.0
800,AB811,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.6
801,AB812,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.3
802,AB813,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.4
803,AB814,BU-A,M7,L8,Officer ,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,5.6
804,AB815,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,2.6
805,AB816,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.3
806,AB817,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,2.7
807,AB818,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.8
808,AB819,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.9
809,AB820,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,2.9
810,AB821,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.0
811,AB822,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.0
812,AB823,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.0
813,AB824,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.0
814,AB825,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB590,AB020,2.9
815,AB826,BU-A,M7,L8,Executive ,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.0
816,AB827,BU-A,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,2.3
817,AB828,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,2.9
818,AB829,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.3
819,AB830,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.3
820,AB831,BU-A,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,5.0
821,AB832,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,3.1
822,AB833,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,3.3
823,AB834,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,4.55
824,AB835,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,3.8
825,AB836,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.4
826,AB837,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,2.7
827,AB838,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,3.65
828,AB839,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.5
829,AB840,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.20
830,AB841,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.0
831,AB842,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.4
832,AB843,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,4.2
833,AB844,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.50
834,AB845,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,3.1
835,AB846,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.8
836,AB847,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB021,AB021,3.3
837,AB848,BU-A,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB602,AB020,5.5
838,AB849,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB579,AB019,2.9
839,AB850,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,4.4
840,AB851,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.5
842,AB853,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,3.30
843,AB854,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,2.6
844,AB855,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,3.30
845,AB856,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,3.2
847,AB858,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,2.6
848,AB859,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.8
849,AB860,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB582,AB019,4.00
850,AB861,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,2.60
851,AB862,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB586,AB019,2.6
852,AB863,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.8
853,AB864,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.9
854,AB865,BU-A,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB602,AB020,4.8
857,AB868,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.8
858,AB869,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,4.0
859,AB870,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.9
860,AB871,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.0
861,AB872,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.2
862,AB873,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.3
863,AB874,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.0
864,AB875,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.0
865,AB876,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.8
866,AB877,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,3.0
867,AB878,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,4.2
868,AB879,BU-A,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB602,AB020,4.3
869,AB880,BU-A,M7,L8,Production,Field Officer,195,Operations,Operations,Operations,Operations,AB867,AB020,5.2
870,AB881,BU-A,M7,L8,Production,Field Officer,195,Operations,Operations,Operations,Operations,AB622,AB019,2.9
871,AB882,BU-A,M7,L8,Production,Field Officer,195,Operations,Operations,Operations,Operations,AB021,AB021,3.2
879,AB890,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,6.8
880,AB891,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,5.2
882,AB893,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,5.2
883,AB894,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,5.8
888,AB899,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,3.6
892,AB903,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.2
893,AB904,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.0
894,AB905,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.0
895,AB906,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.8
896,AB907,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.1
897,AB908,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.8
898,AB909,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.4
899,AB910,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.2
900,AB911,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.1
901,AB912,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.7
902,AB913,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,5.5
903,AB914,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,4.6
904,AB915,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.8
906,AB917,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.0
908,AB919,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB022,AB925,3.6
909,AB920,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,3.6
911,AB922,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB022,AB925,3.6
912,AB923,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,3.4
913,AB924,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.8
915,AB926,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.7
916,AB927,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.8
917,AB928,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.8
918,AB929,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB022,AB925,5.3
919,AB930,BU-C,M7,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.6
921,AB932,BU-B,M7,L8,Executive ,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,5.6
923,AB934,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,5.6
925,AB936,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB023,AB966,4.9
926,AB937,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.62
927,AB938,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB023,AB966,4.96
928,AB939,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB023,AB966,9.72
929,AB940,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.48
930,AB941,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB023,AB966,5.29
931,AB942,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,4.02
932,AB943,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.83
933,AB944,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,2.41
934,AB945,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.51
935,AB946,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,3.78
936,AB947,BU-C,M8,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB025,AB925,4.08
937,AB948,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,3.53
938,AB949,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,4.76
939,AB950,BU-C,M8,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB025,AB925,3.52
941,AB952,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB025,AB925,4.46
942,AB953,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,5.12
943,AB954,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.56
945,AB956,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB022,AB925,2.76
946,AB957,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.70
947,AB958,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,3.18
948,AB959,BU-C,M8,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB025,AB925,4.32
951,AB962,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,4.20
952,AB963,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,3.00
953,AB964,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,4.20
956,AB967,BU-C,M8,L8,Assistant Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB025,AB925,3.47
957,AB968,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,3.30
958,AB969,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB023,AB966,4.00
963,AB974,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,10.85
965,AB976,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,5.15
966,AB977,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,6.76
968,AB979,BU-B,M8,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,4.34
969,AB980,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,3.95
970,AB981,BU-B,M8,L8,Officer,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,4.44
971,AB982,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,5.86
973,AB984,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,3.29
974,AB985,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,2.60
975,AB986,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,2.38
976,AB987,BU-B,M7,L8,Executive,Panel Officer,211,Operations,Operations,Operations,Operations,AB983,AB983,5.75
977,AB988,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,4.89
978,AB989,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,4.83
979,AB990,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB983,AB983,3.50
994,AB1005,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.24
995,AB1006,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.96
996,AB1007,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.96
997,AB1008,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.09
998,AB1009,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.13
999,AB1010,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.96
"1,000",AB1011,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.01
"1,001",AB1012,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.96
"1,002",AB1013,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.91
"1,003",AB1014,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.09
"1,004",AB1015,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.96
"1,005",AB1016,BU-C,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB994,AB992,4.23
"1,006",AB1017,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,007",AB1018,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,008",AB1019,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,009",AB1020,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,010",AB1021,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,011",AB1022,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.41
"1,012",AB1023,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,4.17
"1,013",AB1024,BU-C,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.94
"1,014",AB1025,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,3.17
"1,015",AB1026,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB997,AB992,3.38
"1,016",AB1027,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.40
"1,017",AB1028,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB1002,AB992,2.4
"1,018",AB1029,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB997,AB992,2.1
"1,019",AB1030,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB998,AB992,2.1
"1,020",AB1031,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB998,AB992,2.4
"1,021",AB1032,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB998,AB992,2.1
"1,022",AB1033,BU-C,M8,L8,Officer,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB1002,AB992,2.5
"1,023",AB1034,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.4
"1,024",AB1035,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.2
"1,025",AB1036,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.2
"1,026",AB1037,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.2
"1,027",AB1038,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.2
"1,028",AB1039,BU-C,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB994,AB992,2.2
"1,055",AB1066,HO,M7,L8,Executive,Analytical Chemist,245,Innovation & Technology,Research & Development,Innovation & Technology,Research & Development,AB425,AB425,6.6
"1,056",AB1067,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB012,AB012,7.7
"1,058",AB1069,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB012,AB012,3.9
"1,059",AB1070,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB012,AB012,2.7
"1,060",AB1071,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB013,AB013,3.6
"1,061",AB1072,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,7.4
"1,062",AB1073,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB247,AB247,3.2
"1,063",AB1074,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB017,AB017,4.0
"1,064",AB1075,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,2.9
"1,065",AB1076,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB017,AB017,2.9
"1,066",AB1077,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB014,AB014,2.9
"1,068",AB1079,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB015,AB015,3.8
"1,069",AB1080,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB015,AB015,2.74
"1,070",AB1081,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,2.74
"1,071",AB1082,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,7.87
"1,072",AB1083,BU-B,M7,L8,Executive,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,7.7
"1,073",AB1084,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,8.01
"1,074",AB1085,BU-B,M8,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB247,AB247,2.70
"1,075",AB1086,BU-B,M8,L8,Officer,Field Officer,195,Operations,Operations,Operations,Operations,AB247,AB247,2.97
"1,076",AB1087,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB247,AB247,2.95
"1,077",AB1088,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,3.21
"1,079",AB1090,BU-B,M7,L8,Executive,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB016,AB016,3.91
"1,080",AB1091,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB016,AB016,3.86
"1,081",AB1092,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB016,AB016,2.92
"1,082",AB1093,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB013,AB013,2.92
"1,083",AB1094,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB014,AB014,7.68
"1,087",AB1098,BU-B,M7,L8,Executive ,Shift Incharge - Production,261,Operations,Operations,Operations,Operations,AB018,AB018,4.75
"1,088",AB1099,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB018,AB018,4.04
"1,089",AB1100,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB018,AB018,3.20
"1,090",AB1101,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB018,AB018,2.74
"1,091",AB1102,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB012,AB012,4.61
"1,092",AB1103,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB013,AB013,2.75
"1,093",AB1104,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB013,AB013,2.75
"1,094",AB1105,BU-B,M7,L8,Executive,Field Officer,195,Operations,Operations,Operations,Operations,AB015,AB015,2.75
"1,095",AB1106,BU-B,M8,L8,Officer,Shift Officer Production,195,Operations,Production,Operations,Operations,AB015,AB015,2.50
